ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/05/20,14:00:04 +2:00 GMT,212.68.221.105:3523,192.168.31.2:5000,TCP (flags:S)
FWIN,2004/05/20,14:28:54 +2:00 GMT,212.109.50.118:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,14:32:20 +2:00 GMT,212.254.44.129:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,14:49:46 +2:00 GMT,192.168.41.213:3889,192.168.31.2:445,TCP (flags:S)
FWIN,2004/05/20,15:30:54 +2:00 GMT,212.109.50.118:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,15:59:10 +2:00 GMT,62.87.135.10:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,16:18:28 +2:00 GMT,212.171.202.117:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,16:36:54 +2:00 GMT,83.144.87.12:3910,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/05/20,16:44:50 +2:00 GMT,211.109.128.162:666,192.168.31.2:1026,UDP
FWIN,2004/05/20,16:44:50 +2:00 GMT,211.109.128.162:666,192.168.31.2:1027,UDP
FWIN,2004/05/20,16:47:36 +2:00 GMT,212.109.50.118:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,16:48:52 +2:00 GMT,212.205.250.215:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,16:51:38 +2:00 GMT,70.240.216.104:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,16:51:56 +2:00 GMT,212.235.82.27:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,16:53:48 +2:00 GMT,192.168.41.213:2661,192.168.31.2:445,TCP (flags:S)
FWIN,2004/05/20,17:03:24 +2:00 GMT,212.164.1.30:3857,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/05/20,17:29:50 +2:00 GMT,212.109.50.118:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,17:34:02 +2:00 GMT,212.183.220.183:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,17:38:10 +2:00 GMT,202.183.246.13:2482,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/05/20,17:49:42 +2:00 GMT,216.52.192.16:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,17:52:42 +2:00 GMT,61.186.80.158:4590,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/05/20,17:52:42 +2:00 GMT,61.186.80.158:1066,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/05/20,17:56:16 +2:00 GMT,212.179.97.118:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,17:57:36 +2:00 GMT,216.52.192.28:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,17:58:54 +2:00 GMT,216.52.192.24:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,18:00:34 +2:00 GMT,216.52.192.20:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,18:07:10 +2:00 GMT,134.76.176.115:1082,192.168.31.2:4128,TCP (flags:S)
FWIN,2004/05/20,18:08:12 +2:00 GMT,212.180.75.179:4265,192.168.31.2:5000,TCP (flags:S)
FWIN,2004/05/20,18:21:36 +2:00 GMT,212.102.0.110:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,18:24:32 +2:00 GMT,213.245.37.166:3251,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/05/20,18:38:30 +2:00 GMT,24.0.214.182:1661,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/05/20,19:13:34 +2:00 GMT,216.52.192.12:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/05/20,19:13:56 +2:00 GMT,192.168.50.250:4783,192.168.31.2:445,TCP (flags:S)
FWIN,2004/05/20,19:14:28 +2:00 GMT,212.179.251.144:3344,192.168.31.2:2745,TCP (flags:S)
