ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/01/03,17:03:42 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,17:44:16 +1:00 GMT,65.71.69.149:0,192.168.31.2:1080,TCP (flags:S)
FWIN,2004/01/03,17:45:36 +1:00 GMT,212.112.161.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,18:14:54 +1:00 GMT,160.79.95.55:44864,192.168.31.2:22,TCP (flags:S)
FWIN,2004/01/03,19:22:46 +1:00 GMT,62.14.213.3:3614,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/01/03,19:27:08 +1:00 GMT,195.28.42.98:4416,192.168.31.2:1257,TCP (flags:S)
FWIN,2004/01/03,19:49:28 +1:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,19:49:48 +1:00 GMT,212.112.161.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,20:27:32 +1:00 GMT,212.110.66.17:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,20:43:20 +1:00 GMT,140.126.155.251:2007,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/01/03,20:53:32 +1:00 GMT,218.56.33.170:1249,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/01/03,20:56:22 +1:00 GMT,212.110.222.101:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,21:02:04 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,21:41:44 +1:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,21:49:20 +1:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,21:54:28 +1:00 GMT,212.112.161.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,22:11:14 +1:00 GMT,212.107.41.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,22:12:48 +1:00 GMT,80.144.159.241:3636,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/01/03,22:43:00 +1:00 GMT,212.112.174.188:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,23:01:38 +1:00 GMT,65.71.69.149:0,192.168.31.2:8080,TCP (flags:S)
FWIN,2004/01/03,23:01:54 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,23:20:04 +1:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,23:22:18 +1:00 GMT,210.202.218.250:1686,192.168.31.2:25,TCP (flags:S)
FWIN,2004/01/03,23:47:16 +1:00 GMT,212.111.168.195:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,23:49:32 +1:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,23:51:24 +1:00 GMT,212.110.222.101:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/03,23:58:20 +1:00 GMT,212.112.161.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,00:01:28 +1:00 GMT,138.89.43.83:5627,192.168.31.2:1080,TCP (flags:S)
FWIN,2004/01/04,00:17:30 +1:00 GMT,213.122.174.43:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,01:01:14 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,01:16:58 +1:00 GMT,216.239.75.245:4066,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/01/04,02:36:12 +1:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,02:52:38 +1:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,03:35:34 +1:00 GMT,62.107.10.124:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,03:45:38 +1:00 GMT,68.194.49.183:1681,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/01/04,03:54:36 +1:00 GMT,61.140.188.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,04:05:30 +1:00 GMT,193.253.232.99:2317,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/01/04,04:06:28 +1:00 GMT,212.112.161.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,04:53:30 +1:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,04:55:02 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,05:45:20 +1:00 GMT,200.74.64.80:1049,192.168.31.2:1080,TCP (flags:S)
FWIN,2004/01/04,05:49:06 +1:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,05:54:08 +1:00 GMT,24.2.3.36:1478,192.168.31.2:4000,TCP (flags:S)
FWIN,2004/01/04,05:54:46 +1:00 GMT,212.112.174.188:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,06:09:02 +1:00 GMT,212.112.161.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,06:37:58 +1:00 GMT,192.197.110.185:1782,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/01/04,06:48:02 +1:00 GMT,218.70.111.173:44125,192.168.31.2:3389,TCP (flags:S)
FWIN,2004/01/04,06:52:56 +1:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,07:03:36 +1:00 GMT,212.110.222.101:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,07:48:28 +1:00 GMT,217.81.229.82:3776,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/01/04,08:36:10 +1:00 GMT,210.14.219.34:3074,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/01/04,08:45:44 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,09:07:38 +1:00 GMT,213.33.159.120:2950,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/01/04,09:13:38 +1:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,09:37:58 +1:00 GMT,65.75.16.41:1453,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/01/04,10:11:06 +1:00 GMT,212.112.161.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,10:34:40 +1:00 GMT,204.188.78.181:4189,192.168.31.2:3128,TCP (flags:S)
FWIN,2004/01/04,10:39:34 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,11:18:20 +1:00 GMT,212.110.222.101:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,12:19:14 +1:00 GMT,212.112.161.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/01/04,12:33:44 +1:00 GMT,151.100.33.229:2158,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/01/04,12:33:48 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
