ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/04/10,07:58:48 +2:00 GMT,211.162.215.87:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,08:04:20 +2:00 GMT,221.141.38.28:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,08:06:44 +2:00 GMT,218.39.193.28:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,08:30:42 +2:00 GMT,219.35.2.33:3166,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/04/10,10:21:04 +2:00 GMT,213.220.208.62:4620,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/04/10,10:55:28 +2:00 GMT,82.82.61.3:3444,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/10,11:04:12 +2:00 GMT,203.240.214.173:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,11:10:22 +2:00 GMT,219.250.123.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,11:45:10 +2:00 GMT,218.154.237.54:0,192.168.31.2:0,ICMP (type:8/subtype:0)
ACCESS,2004/04/10,11:58:00 +2:00 GMT,Aplikacja logowania systemu Windows NT was temporarily blocked from connecting to the Internet (127.0.0.1:Port 2254).,N/A,N/A
FWIN,2004/04/10,12:08:18 +2:00 GMT,80.142.255.216:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,12:10:14 +2:00 GMT,147.52.170.79:4434,192.168.31.2:6543,TCP (flags:S)
FWIN,2004/04/10,12:11:22 +2:00 GMT,66.142.153.115:4565,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/10,12:13:00 +2:00 GMT,194.86.70.70:53940,192.168.31.2:14232,TCP (flags:S)
ACCESS,2004/04/10,12:46:02 +2:00 GMT,Aplikacja logowania systemu Windows NT was temporarily blocked from connecting to the Internet (127.0.0.1:Port 2277).,N/A,N/A
FWIN,2004/04/10,13:26:42 +2:00 GMT,80.23.151.236:4145,192.168.31.2:20168,TCP (flags:S)
FWIN,2004/04/10,13:57:32 +2:00 GMT,61.97.26.87:2794,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/10,14:59:10 +2:00 GMT,200.152.203.210:2629,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/04/10,15:25:26 +2:00 GMT,218.51.137.16:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,15:38:44 +2:00 GMT,218.155.29.106:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,15:56:16 +2:00 GMT,61.83.31.150:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,16:08:34 +2:00 GMT,68.20.214.246:0,192.168.31.2:0,ICMP (type:3/subtype:3)
FWIN,2004/04/10,16:14:52 +2:00 GMT,12.135.238.185:1812,192.168.31.2:4000,TCP (flags:S)
FWIN,2004/04/10,16:31:34 +2:00 GMT,208.61.82.227:0,192.168.31.2:0,ICMP (type:3/subtype:3)
FWIN,2004/04/10,16:45:48 +2:00 GMT,218.74.201.70:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,16:57:38 +2:00 GMT,61.83.189.193:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,17:00:34 +2:00 GMT,222.113.64.7:4430,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/04/10,17:57:52 +2:00 GMT,80.62.13.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,18:02:14 +2:00 GMT,130.219.70.96:4437,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/04/10,18:02:20 +2:00 GMT,213.47.91.185:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,18:46:34 +2:00 GMT,220.188.77.73:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,18:50:36 +2:00 GMT,81.251.42.81:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,18:55:20 +2:00 GMT,66.124.39.151:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,19:08:08 +2:00 GMT,68.96.86.35:3968,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/10,19:24:16 +2:00 GMT,218.16.46.145:4418,192.168.31.2:3389,TCP (flags:S)
FWIN,2004/04/10,20:10:04 +2:00 GMT,4.234.150.29:4635,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/04/10,20:24:16 +2:00 GMT,66.72.90.48:0,192.168.31.2:0,ICMP (type:3/subtype:3)
FWIN,2004/04/10,20:26:26 +2:00 GMT,209.89.29.91:45777,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/10,20:39:26 +2:00 GMT,82.82.61.3:3561,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/10,20:42:56 +2:00 GMT,220.91.64.112:2998,192.168.31.2:901,TCP (flags:S)
ACCESS,2004/04/10,20:46:02 +2:00 GMT,Aplikacja logowania systemu Windows NT was temporarily blocked from connecting to the Internet (127.0.0.1:Port 2395).,N/A,N/A
FWIN,2004/04/10,20:50:02 +2:00 GMT,148.216.19.183:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,21:00:58 +2:00 GMT,221.149.147.173:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,21:28:26 +2:00 GMT,69.79.35.117:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,21:45:02 +2:00 GMT,212.17.106.252:1088,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/04/10,21:45:02 +2:00 GMT,212.17.106.252:1090,192.168.31.2:1025,TCP (flags:S)
FWIN,2004/04/10,21:45:02 +2:00 GMT,212.17.106.252:1092,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/04/10,21:45:02 +2:00 GMT,212.17.106.252:1093,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/04/10,22:10:06 +2:00 GMT,213.112.77.100:6038,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/04/10,22:31:08 +2:00 GMT,64.63.217.227:0,192.168.31.2:3128,TCP (flags:S)
FWIN,2004/04/10,22:59:12 +2:00 GMT,220.91.66.124:2175,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/04/10,23:15:12 +2:00 GMT,64.63.217.227:0,192.168.31.2:1080,TCP (flags:S)
FWIN,2004/04/10,23:22:18 +2:00 GMT,4.11.26.180:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/10,23:40:20 +2:00 GMT,212.111.146.228:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,00:01:14 +2:00 GMT,24.158.52.17:0,192.168.31.2:0,ICMP (type:3/subtype:3)
FWIN,2004/04/11,00:05:10 +2:00 GMT,24.178.67.188:2848,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/11,01:03:12 +2:00 GMT,221.140.180.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,01:04:08 +2:00 GMT,220.121.36.225:3336,192.168.31.2:22,TCP (flags:S)
FWIN,2004/04/11,01:15:16 +2:00 GMT,213.140.17.103:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,01:21:32 +2:00 GMT,219.111.127.139:1582,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/11,01:33:10 +2:00 GMT,211.44.28.46:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,01:44:12 +2:00 GMT,63.123.104.160:4413,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/04/11,01:52:42 +2:00 GMT,221.153.90.209:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,02:19:36 +2:00 GMT,220.70.178.6:1431,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/11,02:26:56 +2:00 GMT,81.152.101.208:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,02:51:40 +2:00 GMT,220.123.182.91:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,03:03:20 +2:00 GMT,211.177.16.225:3921,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/11,03:27:48 +2:00 GMT,220.123.108.144:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,03:37:36 +2:00 GMT,194.231.234.13:2209,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/04/11,03:59:46 +2:00 GMT,218.48.38.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,04:11:26 +2:00 GMT,61.109.38.185:1517,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/11,04:38:52 +2:00 GMT,66.141.151.197:3792,192.168.31.2:3410,TCP (flags:S)
ACCESS,2004/04/11,04:46:02 +2:00 GMT,Aplikacja logowania systemu Windows NT was temporarily blocked from connecting to the Internet (127.0.0.1:Port 2513).,N/A,N/A
ACCESS,2004/04/11,05:16:06 +2:00 GMT,Aplikacja logowania systemu Windows NT was temporarily blocked from connecting to the Internet (127.0.0.1:Port 2522).,N/A,N/A
FWIN,2004/04/11,05:42:08 +2:00 GMT,64.48.72.25:4205,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/04/11,05:44:24 +2:00 GMT,220.126.250.209:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,05:49:08 +2:00 GMT,211.221.185.124:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,06:01:08 +2:00 GMT,80.130.87.45:1911,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/04/11,06:02:10 +2:00 GMT,211.109.128.162:666,192.168.31.2:1026,UDP
FWIN,2004/04/11,06:02:10 +2:00 GMT,211.109.128.162:666,192.168.31.2:1027,UDP
FWIN,2004/04/11,06:21:22 +2:00 GMT,67.70.46.114:2008,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/04/11,07:37:34 +2:00 GMT,218.236.108.233:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/11,07:42:20 +2:00 GMT,64.63.217.51:0,192.168.31.2:8080,TCP (flags:S)
