ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/11/21,15:07:28 +1:00 GMT,212.106.157.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:10:42 +1:00 GMT,212.112.161.226:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:11:00 +1:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:18:50 +1:00 GMT,212.180.1.14:3969,192.168.31.2:55555,TCP (flags:S)
FWIN,2003/11/21,15:21:30 +1:00 GMT,212.107.59.23:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:26:36 +1:00 GMT,212.106.68.223:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:27:56 +1:00 GMT,212.109.29.47:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:28:06 +1:00 GMT,212.106.74.143:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:35:30 +1:00 GMT,217.187.177.244:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:36:54 +1:00 GMT,212.107.56.134:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:38:48 +1:00 GMT,212.109.29.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:39:44 +1:00 GMT,212.107.56.188:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:41:28 +1:00 GMT,212.107.59.121:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:44:16 +1:00 GMT,212.110.143.181:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,15:57:34 +1:00 GMT,212.107.59.230:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:03:44 +1:00 GMT,212.110.84.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:09:18 +1:00 GMT,212.107.37.193:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:09:32 +1:00 GMT,212.107.59.16:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:10:54 +1:00 GMT,212.112.161.173:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:17:02 +1:00 GMT,212.107.59.33:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:19:42 +1:00 GMT,212.112.174.188:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:29:42 +1:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:30:16 +1:00 GMT,212.107.56.200:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:42:36 +1:00 GMT,212.112.161.226:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/21,16:42:58 +1:00 GMT,212.110.85.16:0,192.168.31.2:0,ICMP (type:8/subtype:0)
