ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/11/25,15:13:26 +1:00 GMT,212.112.161.226:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:16:24 +1:00 GMT,212.110.68.40:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:18:04 +1:00 GMT,212.107.59.43:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:31:12 +1:00 GMT,212.107.59.116:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:36:20 +1:00 GMT,212.110.68.38:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:38:26 +1:00 GMT,212.106.68.186:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:42:02 +1:00 GMT,212.110.153.45:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:43:24 +1:00 GMT,212.107.59.57:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:44:08 +1:00 GMT,212.107.58.134:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:47:02 +1:00 GMT,212.106.68.162:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:47:22 +1:00 GMT,212.107.56.134:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:50:06 +1:00 GMT,212.109.29.176:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:50:26 +1:00 GMT,212.110.77.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:50:36 +1:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:52:56 +1:00 GMT,212.107.59.112:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:54:40 +1:00 GMT,212.110.77.196:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:56:38 +1:00 GMT,212.110.84.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:57:02 +1:00 GMT,212.107.59.230:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:57:06 +1:00 GMT,212.107.59.72:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,15:59:26 +1:00 GMT,212.110.85.13:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,16:00:22 +1:00 GMT,212.107.58.251:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,16:00:30 +1:00 GMT,212.108.130.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,16:04:28 +1:00 GMT,212.107.59.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,16:04:36 +1:00 GMT,212.109.29.31:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,16:05:04 +1:00 GMT,61.92.97.251:4866,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/11/25,16:09:52 +1:00 GMT,212.110.65.93:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,16:12:20 +1:00 GMT,212.112.181.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,16:13:32 +1:00 GMT,212.110.84.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/11/25,16:19:52 +1:00 GMT,212.110.70.86:0,192.168.31.2:0,ICMP (type:8/subtype:0)
