ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/08/30,13:14:50 +2:00 GMT,194.160.171.66:3130,192.168.31.2:4000,TCP (flags:S)
FWIN,2004/08/30,13:17:12 +2:00 GMT,218.253.85.137:4129,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/08/30,13:17:12 +2:00 GMT,218.253.85.137:4388,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/08/30,13:20:16 +2:00 GMT,212.109.210.219:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/08/30,13:54:32 +2:00 GMT,200.238.79.187:3277,192.168.31.2:80,TCP (flags:S)
PE,2004/08/30,13:57:52 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
ACCESS,2004/08/30,13:57:52 +2:00 GMT,Aplikacja logowania systemu Windows NT was unable to obtain permission for connecting to the local zone (192.168.31.1:Port 389); access was denied.,N/A,N/A
PE,2004/08/30,13:57:52 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
PE,2004/08/30,13:58:02 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
PE,2004/08/30,13:58:02 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
FWIN,2004/08/30,14:48:08 +2:00 GMT,212.239.133.209:3985,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/08/30,14:48:34 +2:00 GMT,80.133.70.182:2906,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/08/30,15:10:20 +2:00 GMT,220.89.217.11:1429,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/08/30,15:15:02 +2:00 GMT,212.171.177.84:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/08/30,15:15:12 +2:00 GMT,220.121.133.86:2320,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/08/30,15:15:14 +2:00 GMT,220.121.133.86:2839,192.168.31.2:1023,TCP (flags:S)
FWIN,2004/08/30,15:15:14 +2:00 GMT,218.155.255.160:1143,192.168.31.2:5554,TCP (flags:S)
