ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/12/02,15:25:44 +1:00 GMT,212.106.68.167:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:27:24 +1:00 GMT,212.111.146.65:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:27:46 +1:00 GMT,212.111.172.123:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:28:10 +1:00 GMT,212.107.58.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:30:00 +1:00 GMT,61.183.60.9:2577,192.168.31.2:1080,TCP (flags:S)
FWIN,2003/12/02,15:30:00 +1:00 GMT,61.183.60.9:2590,192.168.31.2:3128,TCP (flags:S)
FWIN,2003/12/02,15:30:00 +1:00 GMT,61.183.60.9:2602,192.168.31.2:8080,TCP (flags:S)
FWIN,2003/12/02,15:30:08 +1:00 GMT,61.183.60.9:2953,192.168.31.2:1080,TCP (flags:S)
FWIN,2003/12/02,15:30:08 +1:00 GMT,61.183.60.9:2955,192.168.31.2:3128,TCP (flags:S)
FWIN,2003/12/02,15:30:12 +1:00 GMT,212.107.59.113:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:31:16 +1:00 GMT,212.107.59.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:41:48 +1:00 GMT,212.107.51.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:45:30 +1:00 GMT,212.106.157.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:46:00 +1:00 GMT,24.10.107.54:4430,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/12/02,15:46:04 +1:00 GMT,212.107.56.236:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:47:06 +1:00 GMT,212.111.146.210:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,15:54:00 +1:00 GMT,212.107.59.101:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:00:28 +1:00 GMT,140.113.126.163:4022,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/12/02,16:02:30 +1:00 GMT,212.107.58.173:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:04:16 +1:00 GMT,24.136.236.22:4803,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/12/02,16:04:46 +1:00 GMT,212.111.172.153:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:05:14 +1:00 GMT,212.107.59.40:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:14:10 +1:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:14:52 +1:00 GMT,168.215.185.77:3430,192.168.31.2:1257,TCP (flags:S)
FWIN,2003/12/02,16:15:06 +1:00 GMT,212.110.153.45:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:21:16 +1:00 GMT,212.107.59.72:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:23:46 +1:00 GMT,212.111.147.209:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:26:16 +1:00 GMT,212.112.161.173:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:31:00 +1:00 GMT,212.108.130.205:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:34:28 +1:00 GMT,212.107.58.82:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:36:04 +1:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:38:26 +1:00 GMT,212.107.59.121:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/12/02,16:38:52 +1:00 GMT,212.111.173.23:0,192.168.31.2:0,ICMP (type:8/subtype:0)
