ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/06/21,10:31:34 +2:00 GMT,219.147.231.169:2415,192.168.31.2:1026,UDP
FWIN,2004/06/21,10:31:34 +2:00 GMT,219.147.231.169:2416,192.168.31.2:1027,UDP
FWIN,2004/06/21,10:38:48 +2:00 GMT,217.165.63.101:2283,192.168.31.2:17300,TCP (flags:S)
PE,2004/06/21,10:55:12 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.11.1:53,N/A
FWIN,2004/06/21,11:40:42 +2:00 GMT,218.89.73.143:1392,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/06/21,11:40:44 +2:00 GMT,218.89.73.143:1648,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/06/21,11:44:34 +2:00 GMT,81.202.244.84:60112,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/06/21,11:47:48 +2:00 GMT,216.139.176.132:2202,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/06/21,11:48:56 +2:00 GMT,24.81.220.105:33120,192.168.31.2:1080,TCP (flags:S)
FWIN,2004/06/21,11:53:26 +2:00 GMT,68.160.101.147:5627,192.168.31.2:1080,TCP (flags:S)
FWIN,2004/06/21,11:57:04 +2:00 GMT,212.119.124.113:4748,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/06/21,12:02:22 +2:00 GMT,69.209.96.129:1517,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/06/21,12:08:50 +2:00 GMT,217.228.192.142:3579,192.168.31.2:901,TCP (flags:S)
FWIN,2004/06/21,12:14:18 +2:00 GMT,81.168.144.71:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,12:21:08 +2:00 GMT,219.147.231.169:2821,192.168.31.2:1026,UDP
FWIN,2004/06/21,12:21:08 +2:00 GMT,219.147.231.169:2822,192.168.31.2:1027,UDP
FWIN,2004/06/21,12:32:10 +2:00 GMT,212.140.80.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,12:40:12 +2:00 GMT,195.174.36.153:1048,192.168.31.2:6037,UDP
FWIN,2004/06/21,12:43:56 +2:00 GMT,212.156.21.100:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,13:02:42 +2:00 GMT,192.168.33.34:2261,192.168.31.2:445,TCP (flags:S)
FWIN,2004/06/21,13:08:14 +2:00 GMT,212.127.214.231:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,13:19:08 +2:00 GMT,194.237.36.95:1067,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/06/21,13:37:16 +2:00 GMT,192.168.33.34:4983,192.168.31.2:445,TCP (flags:S)
MS,2004/06/21,14:26:42 +2:00 GMT,Microsoft Office Outlook,Renamed email attachment Opis.exe to Opis.zl9.,N/A
MS,2004/06/21,14:26:48 +2:00 GMT,Microsoft Office Outlook,Renamed email attachment Aplikacja.exe to Aplikacja.zl9.,N/A
FWIN,2004/06/21,14:34:30 +2:00 GMT,212.10.97.168:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,14:39:18 +2:00 GMT,212.118.8.67:3946,192.168.31.2:1025,TCP (flags:S)
FWIN,2004/06/21,14:53:12 +2:00 GMT,212.93.20.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,16:15:10 +2:00 GMT,220.184.195.41:2787,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/06/21,16:15:18 +2:00 GMT,222.64.163.194:1597,192.168.31.2:1023,TCP (flags:S)
FWIN,2004/06/21,16:15:20 +2:00 GMT,222.64.163.194:2413,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/06/21,16:15:24 +2:00 GMT,220.184.221.143:4912,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/06/21,16:15:30 +2:00 GMT,61.163.12.107:3312,192.168.31.2:1023,TCP (flags:S)
FWIN,2004/06/21,16:15:30 +2:00 GMT,219.137.1.183:2872,192.168.31.2:1023,TCP (flags:S)
FWIN,2004/06/21,16:15:32 +2:00 GMT,61.163.12.107:4328,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/06/21,16:15:32 +2:00 GMT,219.137.1.183:3845,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/06/21,16:15:40 +2:00 GMT,61.150.109.89:1031,192.168.31.2:1023,TCP (flags:S)
FWIN,2004/06/21,16:16:28 +2:00 GMT,218.109.139.212:3180,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/06/21,16:29:32 +2:00 GMT,212.123.189.54:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,16:44:32 +2:00 GMT,192.168.50.250:1058,192.168.31.2:445,TCP (flags:S)
FWIN,2004/06/21,17:05:44 +2:00 GMT,212.186.4.180:3042,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/06/21,17:05:44 +2:00 GMT,212.186.4.180:3043,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/06/21,17:05:46 +2:00 GMT,212.186.4.180:3039,192.168.31.2:1025,TCP (flags:S)
FWIN,2004/06/21,17:13:48 +2:00 GMT,62.87.135.33:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,17:33:46 +2:00 GMT,192.168.50.250:3702,192.168.31.2:445,TCP (flags:S)
FWIN,2004/06/21,17:34:34 +2:00 GMT,68.237.239.64:3396,192.168.31.2:8000,TCP (flags:S)
FWIN,2004/06/21,18:04:18 +2:00 GMT,212.109.211.116:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,18:07:36 +2:00 GMT,212.171.174.122:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/21,18:11:28 +2:00 GMT,192.168.50.250:2136,192.168.31.2:445,TCP (flags:S)
