ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/06/19,09:58:58 +2:00 GMT,219.68.19.180:1896,192.168.31.2:1026,UDP
FWIN,2004/06/19,11:03:10 +2:00 GMT,80.34.48.59:4193,192.168.31.2:12345,TCP (flags:S)
FWIN,2004/06/19,11:59:38 +2:00 GMT,212.107.31.120:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/19,12:02:34 +2:00 GMT,217.228.206.135:4079,192.168.31.2:901,TCP (flags:S)
FWIN,2004/06/19,12:07:00 +2:00 GMT,212.60.50.211:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/19,12:53:30 +2:00 GMT,212.144.151.206:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/19,13:28:16 +2:00 GMT,24.178.171.210:4291,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/06/19,14:21:36 +2:00 GMT,212.27.227.144:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/19,14:29:40 +2:00 GMT,212.181.128.51:4194,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/06/19,14:35:00 +2:00 GMT,130.234.61.19:3525,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/06/19,15:00:26 +2:00 GMT,61.243.176.37:63927,192.168.31.2:8080,TCP (flags:S)
FWIN,2004/06/19,15:07:28 +2:00 GMT,216.26.161.237:2327,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/06/19,15:08:24 +2:00 GMT,212.160.26.156:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2004/06/19,15:39:14 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
ACCESS,2004/06/19,15:39:14 +2:00 GMT,Aplikacja logowania systemu Windows NT was unable to obtain permission for connecting to the local zone (192.168.31.1:Port 389); access was denied.,N/A,N/A
PE,2004/06/19,15:39:14 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
PE,2004/06/19,15:39:24 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
PE,2004/06/19,15:39:24 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
FWIN,2004/06/19,15:42:42 +2:00 GMT,203.239.102.231:2362,192.168.31.2:1025,TCP (flags:S)
FWIN,2004/06/19,16:06:46 +2:00 GMT,62.111.168.54:32180,192.168.31.2:21,TCP (flags:S)
