ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/02/17,14:07:08 +1:00 GMT,62.163.180.73:2451,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/02/17,14:14:00 +1:00 GMT,217.5.23.58:4956,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/02/17,14:20:00 +1:00 GMT,212.108.73.198:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,14:29:08 +1:00 GMT,81.250.183.63:4245,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/02/17,14:51:44 +1:00 GMT,207.44.164.108:111,192.168.31.2:111,TCP (flags:S)
FWIN,2004/02/17,14:59:34 +1:00 GMT,205.154.84.84:1721,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/02/17,14:59:50 +1:00 GMT,205.154.84.84:1455,192.168.31.2:34816,TCP (flags:S)
FWIN,2004/02/17,15:27:26 +1:00 GMT,216.199.242.238:2858,192.168.31.2:20168,TCP (flags:S)
FWIN,2004/02/17,15:32:16 +1:00 GMT,212.108.73.198:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,15:44:28 +1:00 GMT,203.168.208.43:4313,192.168.31.2:27374,TCP (flags:S)
FWIN,2004/02/17,15:49:30 +1:00 GMT,217.209.193.223:3607,192.168.31.2:27374,TCP (flags:S)
FWIN,2004/02/17,15:56:32 +1:00 GMT,67.69.188.19:4001,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/02/17,16:08:34 +1:00 GMT,211.228.215.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,16:10:16 +1:00 GMT,195.47.25.200:4302,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/02/17,16:15:10 +1:00 GMT,68.160.101.152:5627,192.168.31.2:1080,TCP (flags:S)
FWIN,2004/02/17,16:15:28 +1:00 GMT,220.120.121.239:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,16:22:24 +1:00 GMT,220.76.174.106:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,16:32:44 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,16:39:44 +1:00 GMT,211.217.192.115:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,16:45:40 +1:00 GMT,82.48.206.161:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,17:04:46 +1:00 GMT,149.156.193.196:4372,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/02/17,17:14:00 +1:00 GMT,200.96.112.99:24648,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/02/17,18:09:26 +1:00 GMT,202.159.49.212:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,18:16:16 +1:00 GMT,213.190.45.253:2743,192.168.31.2:53,UDP
FWIN,2004/02/17,18:20:02 +1:00 GMT,24.76.132.156:2856,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/02/17,18:24:20 +1:00 GMT,213.168.121.2:2539,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/02/17,18:33:28 +1:00 GMT,212.111.2.201:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,19:06:46 +1:00 GMT,202.103.207.139:1649,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/02/17,19:11:56 +1:00 GMT,61.75.146.139:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,19:25:58 +1:00 GMT,24.90.37.89:2958,192.168.31.2:27374,TCP (flags:S)
FWIN,2004/02/17,19:31:48 +1:00 GMT,218.22.2.16:4110,192.168.31.2:4000,TCP (flags:S)
FWIN,2004/02/17,19:51:34 +1:00 GMT,80.164.3.95:3961,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/02/17,20:33:46 +1:00 GMT,217.26.14.177:3106,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/02/17,20:43:56 +1:00 GMT,62.166.163.10:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,20:47:20 +1:00 GMT,68.163.129.178:3946,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/02/17,20:56:56 +1:00 GMT,168.126.84.165:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/02/17,20:58:22 +1:00 GMT,211.194.230.48:0,192.168.31.2:0,ICMP (type:8/subtype:0)
