ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/04/26,12:57:18 +2:00 GMT,212.171.43.97:2769,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/04/26,13:10:34 +2:00 GMT,195.68.72.38:15148,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/04/26,13:25:16 +2:00 GMT,212.127.234.70:2281,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/04/26,13:25:16 +2:00 GMT,212.127.234.70:2286,192.168.31.2:1025,TCP (flags:S)
FWIN,2004/04/26,13:25:16 +2:00 GMT,212.127.234.70:2288,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/04/26,13:40:06 +2:00 GMT,192.168.21.109:1566,192.168.31.2:139,TCP (flags:S)
FWIN,2004/04/26,14:47:52 +2:00 GMT,212.65.14.13:12706,192.168.31.2:5900,TCP (flags:S)
FWIN,2004/04/26,14:52:56 +2:00 GMT,211.95.123.99:3114,192.168.31.2:4899,TCP (flags:S)
PE,2004/04/26,16:42:52 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
ACCESS,2004/04/26,16:42:52 +2:00 GMT,Aplikacja logowania systemu Windows NT was unable to obtain permission for connecting to the local zone (192.168.31.1:Port 389); access was denied.,N/A,N/A
PE,2004/04/26,16:42:52 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
PE,2004/04/26,16:43:00 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
PE,2004/04/26,16:43:00 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
FWIN,2004/04/26,16:55:26 +2:00 GMT,61.98.238.251:2643,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/26,16:55:56 +2:00 GMT,220.77.202.13:4682,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/26,17:01:00 +2:00 GMT,220.74.19.107:2964,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/26,17:20:44 +2:00 GMT,81.218.187.86:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/04/26,18:09:00 +2:00 GMT,211.119.28.73:1696,192.168.31.2:901,TCP (flags:S)
FWIN,2004/04/26,18:20:34 +2:00 GMT,212.17.72.137:4502,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/04/26,18:20:34 +2:00 GMT,212.17.72.137:4510,192.168.31.2:1025,TCP (flags:S)
FWIN,2004/04/26,18:20:34 +2:00 GMT,212.17.72.137:4518,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/04/26,18:20:34 +2:00 GMT,212.17.72.137:4519,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/04/26,18:26:18 +2:00 GMT,211.194.33.18:4846,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/04/26,19:11:30 +2:00 GMT,148.235.2.2:2297,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/04/26,19:44:48 +2:00 GMT,205.152.111.93:0,192.168.31.2:0,ICMP (type:11/subtype:0)
FWIN,2004/04/26,19:46:32 +2:00 GMT,68.160.101.141:5627,192.168.31.2:1080,TCP (flags:S)
FWIN,2004/04/26,22:13:30 +2:00 GMT,80.117.3.2:2974,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/04/26,22:36:24 +2:00 GMT,62.178.0.155:4945,192.168.31.2:27374,TCP (flags:S)
FWIN,2004/04/26,23:04:30 +2:00 GMT,82.1.212.82:2940,192.168.31.2:3127,TCP (flags:S)
