ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/08/17,12:26:48 +2:00 GMT,212.144.62.185:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2004/08/17,12:27:56 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
ACCESS,2004/08/17,12:27:56 +2:00 GMT,Aplikacja logowania systemu Windows NT was unable to obtain permission for connecting to the local zone (192.168.31.1:Port 389); access was denied.,N/A,N/A
PE,2004/08/17,12:27:56 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
PE,2004/08/17,12:28:06 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
PE,2004/08/17,12:28:06 +2:00 GMT,Aplikacja logowania systemu Windows NT,192.168.31.1:389,N/A
FWIN,2004/08/17,12:34:34 +2:00 GMT,211.190.11.47:1861,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/08/17,12:37:44 +2:00 GMT,194.111.113.177:0,192.168.31.2:0,ICMP (type:3/subtype:3)
FWIN,2004/08/17,12:44:04 +2:00 GMT,81.60.5.171:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/08/17,13:01:34 +2:00 GMT,81.102.19.85:1859,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/08/17,13:31:08 +2:00 GMT,212.0.149.60:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/08/17,14:04:22 +2:00 GMT,212.123.159.144:2064,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/08/17,14:04:22 +2:00 GMT,212.123.159.144:2067,192.168.31.2:1025,TCP (flags:S)
FWIN,2004/08/17,14:06:02 +2:00 GMT,211.212.85.91:3694,192.168.31.2:4899,TCP (flags:S)
FWIN,2004/08/17,14:47:24 +2:00 GMT,212.68.230.123:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/08/17,15:15:16 +2:00 GMT,218.47.12.17:4296,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/08/17,15:15:16 +2:00 GMT,218.47.12.17:1568,192.168.31.2:1023,TCP (flags:S)
FWIN,2004/08/17,15:15:22 +2:00 GMT,221.151.63.108:2734,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/08/17,15:15:24 +2:00 GMT,221.151.63.108:3283,192.168.31.2:1023,TCP (flags:S)
FWIN,2004/08/17,15:15:26 +2:00 GMT,221.151.63.108:4487,192.168.31.2:9898,TCP (flags:S)
FWIN,2004/08/17,15:16:08 +2:00 GMT,220.72.117.175:2161,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/08/17,15:16:10 +2:00 GMT,220.72.117.175:3123,192.168.31.2:1023,TCP (flags:S)
