ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2004/06/20,10:40:04 +2:00 GMT,61.177.49.217:4898,192.168.31.2:5554,TCP (flags:S)
FWIN,2004/06/20,10:46:58 +2:00 GMT,212.199.177.120:3285,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/06/20,10:46:58 +2:00 GMT,212.199.177.120:3290,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/06/20,11:01:02 +2:00 GMT,212.131.224.250:3686,192.168.31.2:1521,TCP (flags:S)
FWIN,2004/06/20,11:01:58 +2:00 GMT,222.101.168.90:2074,192.168.31.2:25,TCP (flags:S)
FWIN,2004/06/20,11:14:08 +2:00 GMT,218.69.124.106:3349,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/06/20,11:19:34 +2:00 GMT,203.129.254.194:2861,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/06/20,11:33:34 +2:00 GMT,61.219.26.147:2297,192.168.31.2:17300,TCP (flags:S)
FWIN,2004/06/20,11:45:36 +2:00 GMT,129.194.48.11:2135,192.168.31.2:4128,TCP (flags:S)
FWIN,2004/06/20,11:49:36 +2:00 GMT,212.68.235.151:3196,192.168.31.2:2745,TCP (flags:S)
FWIN,2004/06/20,11:49:36 +2:00 GMT,212.68.235.151:3201,192.168.31.2:1025,TCP (flags:S)
FWIN,2004/06/20,11:49:36 +2:00 GMT,212.68.235.151:3206,192.168.31.2:3127,TCP (flags:S)
FWIN,2004/06/20,11:49:36 +2:00 GMT,212.68.235.151:3207,192.168.31.2:6129,TCP (flags:S)
FWIN,2004/06/20,11:54:18 +2:00 GMT,81.168.144.121:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/20,12:02:18 +2:00 GMT,212.76.230.222:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/20,12:06:50 +2:00 GMT,212.119.140.161:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/20,12:43:18 +2:00 GMT,212.187.103.28:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/20,13:10:26 +2:00 GMT,212.79.148.16:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/20,13:15:20 +2:00 GMT,212.102.6.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/20,13:22:48 +2:00 GMT,62.111.168.54:37327,192.168.31.2:21,TCP (flags:S)
FWIN,2004/06/20,13:26:00 +2:00 GMT,65.40.36.26:2163,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/06/20,13:28:36 +2:00 GMT,65.40.36.26:2924,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/06/20,13:32:34 +2:00 GMT,211.189.236.122:2691,192.168.31.2:901,TCP (flags:S)
FWIN,2004/06/20,14:04:30 +2:00 GMT,211.139.108.165:52966,192.168.31.2:21,TCP (flags:S)
FWIN,2004/06/20,14:06:52 +2:00 GMT,212.109.32.82:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/20,14:43:04 +2:00 GMT,62.5.158.66:62821,192.168.31.2:21,TCP (flags:S)
FWIN,2004/06/20,14:45:48 +2:00 GMT,212.142.156.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2004/06/20,14:54:56 +2:00 GMT,80.165.200.6:1470,192.168.31.2:1433,TCP (flags:S)
FWIN,2004/06/20,15:11:02 +2:00 GMT,81.103.154.225:2704,192.168.31.2:4899,TCP (flags:S)
